,City,Cloudiness,Country,Date,Humidity,Latitude,Max Temp,Wind Speed
58,dzaoudzi,75,pt,1527649200,94,-12.79,77.0,12.75
59,tuatapere,0,cl,1527651926,100,-46.13,47.46,3.6
60,juegang,44,fr,1527651929,81,32.31,77.61,5.5
61,albany,20,jp,1527648840,49,42.65,69.8,8.05
62,beringovskiy,92,pt,1527651930,95,63.05,33.69,12.1
63,nome,1,ca,1527650100,83,30.04,80.6,5.82
64,muros,75,za,1527651000,100,42.77,53.6,2.24
65,huilong,92,pe,1527651930,99,28.89,65.46,5.5
66,mataura,0,es,1527651931,74,-46.19,44.22,4.38
67,pucallpa,40,au,1527649200,88,-8.38,78.8,2.24
68,cherskiy,80,za,1527651843,74,68.75,43.86,2.48
69,maragogi,56,ga,1527651931,88,-9.01,75.36,8.97
70,miraflores,68,cd,1527651932,99,5.2,53.58,0.58
71,muncar,8,mx,1527651932,81,-8.43,80.13,5.61
72,port elizabeth,1,ca,1527650040,100,39.31,71.6,3.36
73,souillac,20,ar,1527651000,93,45.6,55.4,3.36
74,nabire,80,ar,1527651933,86,-3.36,77.25,1.7
75,vao,0,ph,1527651933,49,59.1,64.2,9.98
76,hilo,90,pt,1527648960,88,19.71,75.2,5.82
77,sorong,88,us,1527651934,100,-0.86,79.5,4.5
78,waingapu,8,cm,1527651934,60,-9.65,85.08,8.63
79,hithadhoo,92,nz,1527651934,100,-0.6,81.12,13.78
80,vardo,1,lr,1527650100,78,39.62,77.0,4.7
81,port lincoln,64,np,1527651935,81,-34.72,62.22,17.25
82,kapaa,90,ca,1527648960,83,22.08,78.8,19.46
83,barrow,92,us,1527651935,98,-38.31,54.21,9.53
84,sennoy,0,ca,1527651935,44,52.16,57.0,11.1
85,torbay,90,pt,1527649800,100,47.66,41.0,6.93
86,hasaki,90,ru,1527650160,69,35.73,73.4,10.29
87,puro,88,ru,1527651936,82,13.13,85.44,5.95
88,godinesti,0,co,1527651936,71,45.0,52.68,3.15
89,pangai,20,ca,1527649200,69,-19.8,77.0,9.17
90,east london,0,nz,1527651889,100,-33.02,63.03,8.63
91,horta,75,no,1527651000,82,41.43,66.2,1.12
92,san antonio,90,br,1527649200,100,-33.58,53.6,2.24
93,saint-jean-de-braye,90,cl,1527651000,100,47.92,59.0,5.82
94,zalesovo,76,kz,1527651939,77,54.0,61.68,7.74
95,pevek,48,cl,1527651939,85,69.7,36.75,8.97
96,katsuura,75,kg,1527649440,94,33.93,68.0,2.24
97,vila praia de ancora,75,ru,1527651000,87,41.81,57.2,2.24
98,cap-chat,0,cd,1527651756,83,49.1,44.76,9.64
99,san patricio,8,km,1527651940,46,-26.98,73.65,6.51
100,kruisfontein,24,br,1527651940,100,-34.0,51.87,5.39
101,aksarka,68,ru,1527651941,100,66.56,28.74,13.44
102,pisco,0,ru,1527649200,82,-13.71,64.4,4.7
103,arona,40,pf,1527650580,88,45.76,66.2,4.7
104,zeya,0,au,1527651941,29,53.74,66.72,6.17
105,mount gambier,92,pt,1527651942,80,-37.83,56.28,10.98
106,port alfred,0,za,1527651942,100,-33.59,55.65,5.95
107,pontianak,68,in,1527651756,100,-0.02,81.48,3.49
108,port-gentil,76,ng,1527651942,100,-0.72,77.7,9.08
109,bulungu,0,sh,1527651942,91,-4.54,69.69,2.71
110,cabo san lucas,5,au,1527648660,41,22.89,78.8,3.36
111,kapuskasing,40,ga,1527649200,36,49.42,62.6,10.29
112,viedma,0,ru,1527651943,99,-40.81,46.83,9.08
113,mar del plata,48,ru,1527651943,100,-46.43,39.36,15.46
114,qaanaaq,20,pe,1527651943,81,77.48,18.84,3.6
115,catuday,12,au,1527651944,81,16.29,90.3,5.17
116,vila franca do campo,75,in,1527651000,93,37.72,62.6,13.87
117,lahaina,90,bm,1527648960,78,20.87,78.8,9.17
118,kumba,64,ar,1527651944,97,4.64,67.35,2.71
119,hun,0,us,1527650400,93,50.34,60.8,4.7
120,dunedin,0,cn,1527651945,77,-45.87,42.69,3.94
121,komsomolskiy,44,cv,1527651945,98,67.55,24.96,9.08
122,gbarnga,44,ru,1527651946,96,7.0,72.48,4.38
123,jumla,0,us,1527651680,89,29.28,44.58,1.36
124,clyde river,90,ca,1527649200,92,70.47,24.8,6.93
125,najran,0,us,1527649200,41,17.54,75.2,2.71
126,ialibu,40,ru,1527649200,64,-6.28,73.4,1.7
127,kahului,40,au,1527648960,74,20.89,78.8,17.22
128,ribeira grande,32,ru,1527651947,100,38.52,62.85,16.02
129,nikolskoye,0,qa,1527649200,45,59.7,64.4,15.66
130,bogandinskiy,0,pw,1527649200,52,56.89,46.4,11.18
131,acacias,92,no,1527651947,100,5.51,65.82,2.15
132,chute-aux-outardes,1,cz,1527649200,42,49.12,51.8,3.36
133,aasiaat,80,ir,1527651948,83,68.71,34.05,7.07
134,te anau,8,om,1527651948,96,-45.41,40.98,3.49
135,mehamn,75,pk,1527650400,93,71.03,41.0,10.29
136,matinha,32,br,1527651949,96,-3.1,75.27,2.48
137,lebu,44,ru,1527651949,97,8.96,49.35,2.59
138,coihaique,75,in,1527649200,93,-45.58,37.4,5.82
139,tyup,48,au,1527651949,45,42.73,51.6,1.59
140,tasiilaq,92,us,1527648600,86,65.61,37.4,16.11
141,aykhal,92,br,1527651950,97,65.95,40.35,6.73
142,kisangani,64,in,1527651950,100,0.52,71.76,2.48
143,kavieng,32,br,1527651950,100,-2.57,84.72,3.6
144,mitsamiouli,40,co,1527649200,88,-11.38,75.2,4.7
145,imbituba,75,in,1527649200,100,-28.24,64.4,14.45
146,saskylakh,0,jm,1527651951,90,71.97,42.78,7.4
147,bagdarin,0,ru,1527651951,43,54.44,72.39,4.05
148,atuona,44,bs,1527651951,100,-9.8,80.31,15.68
149,victoria point,20,sy,1527649200,57,-27.58,78.8,9.17
150,ponta delgada,75,in,1527651000,93,37.73,62.6,13.87
151,margate,75,pl,1527649200,50,-43.03,53.6,9.17
152,sriperumbudur,20,au,1527649200,53,12.97,95.0,11.41
153,lagos,20,za,1527649200,88,6.46,77.0,5.61
154,georgetown,88,it,1527651741,92,6.8,76.35,4.38
155,batemans bay,12,au,1527651953,85,-35.71,56.37,7.96
156,omboue,80,bs,1527651953,100,-1.57,77.97,9.64
157,tigil,80,ca,1527651954,89,57.8,46.29,8.08
158,bereda,40,es,1527651000,87,43.27,57.2,4.7
159,mamakan,0,us,1527651954,56,57.82,70.05,2.71
160,iquitos,75,sd,1527649200,94,-3.75,75.2,2.24
161,esperance,20,pe,1527649200,88,10.24,77.0,8.05
162,ziro,24,ca,1527651955,72,27.54,66.54,1.92
163,hamilton,90,mx,1527648900,88,32.3,77.0,16.11
164,necochea,92,kz,1527651956,100,-38.55,57.45,6.4
165,uniontown,1,no,1527650100,78,39.9,77.0,5.5
166,haimen,56,lk,1527651956,70,31.87,79.05,6.73
167,ponta do sol,24,id,1527651956,71,-20.63,55.47,7.96
168,severnoye,44,us,1527651957,67,54.09,57.45,8.52
169,morondava,0,es,1527651957,100,-20.3,64.38,1.48
170,bethel,90,vu,1527648780,75,60.79,46.4,17.22
171,tuktoyaktuk,20,au,1527649200,80,69.44,32.0,17.22
172,sitka,0,pg,1527651958,75,37.17,70.41,12.44
173,bilibino,8,pl,1527651958,60,68.06,44.67,4.16
174,geraldton,40,re,1527649200,72,49.72,66.2,8.05
175,svetlogorsk,75,ru,1527649200,70,53.14,44.6,6.71
176,abu samrah,12,ru,1527651962,79,35.3,64.11,2.93
177,airai,0,ru,1527651962,38,-8.93,83.91,2.48
178,bud,0,kz,1527650400,71,62.91,55.4,17.22
179,hovorany,0,th,1527651000,72,48.95,64.4,9.17
180,sabzevar,0,ly,1527651963,44,36.21,60.06,6.17
181,salalah,75,us,1527648600,94,17.01,80.6,2.24
182,chitral,8,sv,1527651963,93,35.85,26.58,0.69
183,itamarandiba,68,cn,1527651963,82,-17.86,60.96,7.74
184,anadyr,90,ru,1527649200,65,64.73,41.0,8.95
185,fatehpur,0,ru,1527651964,25,31.18,92.28,11.1
186,karratha,80,id,1527651964,20,-20.74,81.84,14.45
187,east wenatchee bench,1,gl,1527648900,29,47.43,66.2,25.28
188,trairi,0,us,1527651965,98,-3.28,82.83,15.79
189,bandarbeyla,12,lr,1527651965,89,9.49,78.69,25.75
190,tuljapur,20,pl,1527651965,60,18.01,83.73,12.77
191,coruripe,88,cd,1527651965,99,-10.12,78.6,14.12
192,narsaq,92,au,1527648600,60,60.91,41.0,4.7
193,kupang,0,cn,1527651966,74,-10.16,85.08,15.68
194,veraval,75,fo,1527651000,93,49.65,62.6,2.24
195,morant bay,20,au,1527649200,78,17.88,82.4,16.11
196,batagay-alyta,80,bs,1527651967,61,67.8,40.53,4.05
197,marsh harbour,12,ec,1527651967,97,26.54,79.32,13.67
198,manbij,20,us,1527650400,68,36.53,66.2,1.12
199,darlawn,100,jp,1527651696,99,24.02,70.14,1.14
200,biala podlaska,0,ru,1527649200,87,52.03,57.2,4.47
201,launceston,90,ru,1527649200,61,-41.43,50.0,17.22
202,saldanha,76,id,1527651968,97,41.42,49.62,3.15
203,adria,0,za,1527650400,77,45.05,68.0,6.93
204,port augusta,0,us,1527649200,45,-32.49,62.6,9.17
205,high rock,80,ng,1527651968,100,26.63,79.32,12.44
206,pangnirtung,0,id,1527651969,76,66.15,20.37,6.06
207,pacific grove,1,au,1527651300,77,36.62,59.0,11.41
208,wagar,36,jp,1527651969,84,31.44,76.89,5.39
209,huarmey,0,ru,1527651970,89,-10.07,54.39,3.49
210,port-cartier,5,ru,1527649200,39,50.03,44.6,6.93
211,dzilam gonzalez,12,mx,1527651970,91,21.28,78.24,3.38
212,aksay,0,no,1527651970,30,47.27,55.11,10.76
213,havoysund,75,ru,1527650400,86,71.0,41.0,23.04
214,colombo,40,ru,1527649800,79,6.93,84.2,8.05
215,amahai,92,nu,1527651971,100,-3.31,77.61,1.36
216,guanica,20,cn,1527648600,88,17.97,77.0,5.82
217,los llanos de aridane,24,us,1527651000,82,28.66,64.4,14.99
218,isangel,48,id,1527651972,100,-19.55,74.73,13.11
219,mackay,90,ca,1527649200,41,53.65,57.2,5.82
220,kieta,88,pe,1527651972,88,-6.22,84.09,4.72
221,ustka,0,ru,1527651972,66,54.58,62.94,9.53
222,saint-philippe,1,gf,1527650100,71,45.36,62.6,4.7
223,zavallya,0,pl,1527651973,64,48.21,52.86,5.5
224,lebedinyy,0,ru,1527651973,48,58.52,54.75,5.06
225,balakhta,0,ru,1527651973,56,55.38,61.68,7.4
226,tiksi,92,pt,1527651973,90,71.64,35.13,9.53
227,emba,0,ru,1527651000,77,34.81,68.0,6.93
228,yaring,20,ca,1527649200,70,6.87,87.8,5.82
229,marzuq,0,td,1527651924,52,14.4,61.32,2.15
230,homer,90,za,1527651000,81,59.64,48.2,3.36
231,la libertad,0,ph,1527649200,29,-16.38,51.8,6.93
232,shuangcheng,20,ir,1527649200,38,45.37,73.4,4.47
233,shchigry,0,pe,1527649200,62,51.87,53.6,4.47
234,nyurba,80,fr,1527651975,34,63.29,55.83,4.72
235,labuhan,56,ru,1527651975,83,-2.54,82.2,2.04
236,upernavik,68,so,1527651975,88,72.79,31.98,5.17
237,fairfield,1,nz,1527651600,47,38.25,82.4,8.05
238,harper,1,cn,1527650100,48,30.3,87.8,11.54
239,gryfice,0,cd,1527651000,67,53.91,62.6,5.82
240,kasongo-lunda,12,pk,1527651977,87,-6.48,67.98,1.92
241,hervey bay,8,pt,1527651977,90,-25.3,71.85,3.71
242,aksu,75,is,1527649200,51,52.04,62.6,20.13
243,klaksvik,0,ru,1527650400,81,62.23,46.4,5.82
244,port macquarie,40,pg,1527649200,59,-31.43,66.2,10.29
245,clarence town,75,ve,1527651000,34,-32.59,66.2,20.8
246,san cristobal,40,tm,1527649200,100,-0.39,50.0,1.12
247,lompoc,90,ru,1527649080,87,34.64,57.2,9.17
248,nemuro,20,es,1527649200,49,43.32,73.4,11.41
249,lashma,0,dz,1527652000,55,54.93,60.33,17.81
250,lavrentiya,32,ru,1527652000,91,65.58,34.5,14.12
251,makasar,20,sa,1527649200,66,-6.28,87.8,3.36
252,adrar,0,au,1527649200,20,27.87,75.2,6.93
253,fort morgan,1,pk,1527651300,62,40.25,57.2,8.05
254,bauchi,24,pt,1527652001,91,10.31,68.7,3.15
255,bambanglipuro,8,us,1527652001,56,-7.95,85.26,4.5
256,portland,20,br,1527648960,44,45.52,62.6,14.99
257,naze,48,us,1527652002,98,5.43,72.75,0.13
258,khani,75,ca,1527649200,52,41.96,64.4,26.4
259,dzhebariki-khaya,76,in,1527652002,45,62.22,50.16,10.09
260,celestun,0,ru,1527652003,96,20.87,81.84,14.45
261,sorland,75,mx,1527650400,93,67.67,42.8,9.17
262,alofi,75,ru,1527649200,94,-19.06,77.0,11.41
263,liuzhou,56,ly,1527652004,93,24.32,82.38,5.73
264,cortez,1,br,1527648780,31,37.35,64.4,4.7
265,padang,92,br,1527652004,100,-0.92,77.34,4.72
266,norman wells,20,dz,1527649200,28,65.28,59.0,6.93
267,hualmay,24,gl,1527652004,97,-11.1,57.45,4.16
268,ust-kulom,92,jp,1527652005,99,61.69,43.32,6.73
269,saint-georges,0,in,1527652005,56,46.12,51.6,4.61
270,drezdenko,48,mv,1527652005,68,52.84,68.07,7.4
271,kaspiysk,40,lk,1527649200,67,42.88,62.6,17.9
272,baykit,80,ki,1527652006,83,61.68,45.75,10.65
273,peniche,20,my,1527651000,87,39.36,59.0,3.36
274,yashkul,0,br,1527652006,34,46.17,53.49,11.99
275,fort nelson,75,ca,1527649200,54,58.81,55.4,2.24
276,mao,20,id,1527649200,78,19.55,78.8,9.17
277,messina,20,jp,1527648900,73,38.19,69.8,1.12
278,kerman,0,pe,1527649200,32,30.29,68.0,4.7
279,contamana,0,nz,1527652007,96,-7.35,74.28,2.04
280,amboise,90,pe,1527651000,87,47.41,60.8,5.82
281,suntar,32,ru,1527652008,42,62.16,58.53,6.4
282,kaitangata,0,ru,1527652008,79,-46.28,43.23,4.16
283,kananga,48,ru,1527652009,83,-5.9,71.04,2.15
284,chishtian mandi,0,mu,1527652009,29,29.8,91.92,4.72
285,colares,20,na,1527651000,87,38.8,59.0,3.36
286,husavik,92,gf,1527652009,95,50.56,64.56,10.76
287,puerto ayacucho,75,sb,1527649200,83,5.66,80.6,4.7
288,constantine,20,au,1527651000,100,36.36,50.0,2.24
289,toamasina,75,ma,1527649200,100,-18.17,68.0,2.24
290,gazanjyk,92,ru,1527652010,70,39.24,64.92,3.38
291,batagay,80,ru,1527652011,64,67.65,44.4,7.96
292,berja,0,pm,1527651000,82,36.85,60.8,2.24
293,pervomayskiy,0,fi,1527652011,53,53.24,56.55,14.79
294,mecca,20,ru,1527649200,27,21.43,91.4,3.38
295,bela,0,br,1527652012,9,26.23,90.66,8.41
296,lagoa,0,br,1527651000,87,37.14,57.2,5.82
297,socorro,44,cn,1527652012,96,13.06,83.1,3.71
298,tramandai,0,in,1527652013,88,-29.98,61.5,7.07
299,half moon bay,90,cn,1527651600,81,37.46,75.2,10.29
300,thompson,40,jp,1527649200,52,55.74,66.2,5.82
301,ambilobe,0,id,1527652014,74,-13.19,69.06,9.42
302,padampur,0,ru,1527651917,25,29.71,94.62,4.38
303,ileza,92,gl,1527652014,86,61.05,55.92,13.22
304,jalu,0,id,1527652014,48,29.03,65.01,3.49
305,jacareacanga,8,id,1527652015,80,-6.22,77.97,2.71
306,cidreira,0,ru,1527652015,88,-30.17,61.5,7.07
307,shingu,75,kg,1527649200,100,33.72,68.0,8.05
308,hungund,8,gq,1527652002,96,16.07,79.23,10.54
309,muli,0,jp,1527652016,71,22.62,86.97,12.1
310,farafangana,8,ru,1527652016,100,-22.82,71.22,1.59
311,hambantota,92,co,1527652016,95,6.12,82.83,20.04
312,limbang,75,us,1527651000,79,4.75,86.0,1.12
313,sao joao da barra,80,us,1527652017,100,-21.64,72.3,11.65
314,saint-augustin,75,ie,1527651000,93,44.83,59.0,3.36
315,ende,0,mr,1527652017,95,-8.84,81.75,3.49
316,muroto,75,cl,1527649200,88,33.37,71.6,1.12
317,talara,0,ca,1527652018,85,-4.58,68.25,7.96
318,russell,90,pg,1527649200,71,-33.01,55.4,11.41
319,coracora,0,ru,1527652018,60,-15.02,21.09,3.49
320,khasan,24,us,1527652019,77,42.43,60.96,2.71
321,zhigansk,0,ru,1527652019,51,66.77,46.02,3.6
322,bambous virieux,20,cl,1527649200,88,-20.34,66.2,6.93
323,luderitz,0,ca,1527649200,93,-26.65,53.6,13.87
324,sinnamary,92,it,1527652020,100,5.38,78.78,10.2
325,gizo,20,uy,1527650400,78,31.8,71.6,5.82
326,emerald,0,cl,1527652020,44,-23.53,77.7,4.16
327,tiznit,0,td,1527652021,94,29.7,59.07,1.59
328,makkaveyevo,0,nz,1527649200,36,51.75,75.2,2.24
329,preobrazheniye,68,br,1527652021,88,42.9,59.52,2.59
330,miquelon,92,es,1527652021,89,47.1,42.87,11.54
331,aanekoski,0,ua,1527650400,58,62.6,53.6,10.29
332,ust-omchug,76,id,1527652022,57,61.13,46.38,3.38
333,laguna,0,ru,1527652022,25,27.52,83.46,3.94
334,manoel urbano,8,ao,1527652022,91,-8.84,75.27,2.04
335,anshun,92,mx,1527651866,92,26.25,62.58,6.51
336,port blair,92,ca,1527652022,100,11.67,78.33,17.13
337,yumen,0,is,1527652023,27,40.29,75.45,10.76
338,iwaki,75,ru,1527649200,100,37.05,69.8,9.17
339,kormilovka,75,na,1527649200,65,55.0,46.4,13.42
340,kualakapuas,36,br,1527652023,91,-3.01,82.92,3.49
341,kuvshinovo,0,ec,1527652024,41,57.03,63.66,17.69
342,at-bashi,76,tz,1527652024,48,41.17,46.2,2.71
343,luba,12,mx,1527652024,68,17.32,87.78,3.38
344,ryotsu,0,bj,1527649200,57,38.08,78.8,10.29
345,egvekinot,8,kz,1527652025,89,66.32,37.47,3.04
346,puerto leguizamo,0,so,1527652025,95,-0.19,73.2,2.04
347,blue springs,1,no,1527651300,64,39.02,77.0,4.7
348,virginia beach,90,id,1527651000,100,36.85,73.4,3.36
349,moville,1,cn,1527650100,88,42.49,69.8,12.75
350,nouadhibou,0,ne,1527649200,77,20.93,64.4,18.34
351,ancud,92,us,1527652026,97,-41.87,46.02,6.96
352,aklavik,20,gl,1527649200,25,68.22,50.0,9.17
353,ossora,20,no,1527652026,99,59.24,37.83,3.04
354,fortuna,20,cl,1527651000,93,38.18,59.0,4.7
355,bratsk,20,ru,1527649200,50,56.15,57.2,6.71
356,coquimbo,0,us,1527649200,87,-29.95,57.2,3.36
357,moose factory,90,ru,1527649200,62,51.26,55.4,4.7
358,tortoli,0,co,1527648900,63,39.93,66.2,4.5
359,rocha,56,cn,1527652028,72,-34.48,64.92,11.65
360,talcahuano,0,ru,1527649200,100,-36.72,46.4,4.7
361,am timan,8,br,1527652028,73,11.04,77.88,8.75
362,ahipara,24,nc,1527652029,88,-35.17,57.9,5.61
363,rio grande,0,id,1527652022,86,-32.03,62.76,13.0
364,felanitx,40,sv,1527651000,100,39.47,59.0,2.37
365,benguela,80,ca,1527652030,100,-12.58,74.1,3.49
366,progreso,0,ru,1527649200,68,-34.68,68.0,16.11
367,flin flon,0,br,1527652030,32,54.77,62.13,4.72
368,hofn,100,gl,1527652030,96,64.25,47.1,6.06
369,charyshskoye,8,mx,1527652031,46,51.4,67.53,4.05
370,eenhana,0,us,1527652031,61,-17.48,52.32,2.71
371,valdez,90,kz,1527648960,76,61.13,48.2,8.05
372,mtambile,12,td,1527652031,96,-5.38,81.66,18.48
373,hostotipaquillo,0,ru,1527652032,37,21.06,82.47,2.59
374,banikoara,0,ru,1527652032,70,11.3,78.15,10.98
375,setermoen,75,ru,1527650400,81,68.86,42.8,11.41
376,sungairaya,44,ph,1527652033,92,0.7,82.56,3.6
377,wenling,92,mn,1527652033,96,28.38,76.53,3.94
378,dosso,0,sa,1527652033,66,13.05,78.96,8.52
379,marathon,20,ca,1527652034,66,48.72,58.53,12.1
380,beisfjord,92,mn,1527650400,81,68.38,44.6,3.36
381,vallenar,36,nc,1527652034,70,-28.58,47.73,0.92
382,kizema,88,nz,1527652034,78,61.11,57.72,8.08
383,kenai,90,na,1527648960,66,60.55,48.2,5.82
384,kichera,0,pg,1527652035,59,55.93,60.96,0.92
385,mitu,64,id,1527652035,61,36.2,57.18,3.04
386,nanhai,100,mx,1527652035,100,30.13,65.19,11.54
387,irece,32,ru,1527652036,82,-11.3,66.0,12.44
388,poya,0,cn,1527652036,100,-21.35,73.56,13.56
389,gorontalo,92,ir,1527651949,89,0.54,78.78,2.59
390,puerto el triunfo,40,br,1527648600,88,13.27,80.6,3.36
391,bonavista,92,ag,1527652037,94,48.65,39.63,18.59
392,novosibirsk,40,ru,1527649200,66,55.03,55.4,11.18
393,olinda,40,id,1527649200,73,-2.03,77.0,12.75
394,puerto escondido,0,id,1527652037,100,15.86,84.81,8.75
395,ketchikan,40,in,1527648960,62,55.34,51.8,12.75
396,alekseyevka,0,ru,1527649200,51,53.25,59.0,11.18
397,adre,0,au,1527652038,62,13.47,72.3,6.62
398,gigmoto,76,ly,1527652039,95,13.78,86.16,6.96
399,erdenet,80,sa,1527652039,49,49.03,72.3,3.6
400,riyadh,0,ru,1527649200,15,24.63,80.6,3.36
401,mackenzie,40,ru,1527649200,34,55.34,53.6,2.24
402,mandalgovi,12,sd,1527652039,28,45.76,75.54,12.55
403,poum,0,id,1527651000,87,41.28,50.0,3.36
404,fairlie,1,cn,1527650100,51,33.31,86.0,5.82
405,rehoboth,0,se,1527652040,73,-23.31,32.16,2.59
406,vanimo,12,nz,1527652040,100,-2.67,82.92,4.72
407,ruteng,0,in,1527652040,65,-8.61,82.65,1.36
408,acapulco,20,pe,1527648420,78,16.86,82.4,5.82
409,tabas,56,gl,1527652041,19,33.6,70.59,2.48
410,codrington,0,ru,1527652042,78,-28.95,69.69,5.73
411,muzhi,12,sa,1527652042,81,65.4,35.4,4.5
412,biak,92,ru,1527652042,100,-0.91,74.46,2.93
413,banda aceh,0,ru,1527652042,69,5.56,87.33,1.14
414,kavaratti,92,pf,1527652043,100,10.57,76.8,19.26
415,awbari,44,af,1527652043,21,26.59,79.32,7.4
416,abha,0,us,1527649200,40,18.22,68.0,3.36
417,ayan,12,br,1527652044,88,40.67,43.41,2.37
418,orlik,76,pg,1527652044,100,52.51,40.35,2.04
419,bara,56,id,1527652044,91,10.41,75.0,11.54
420,luwuk,92,ru,1527652044,100,-0.95,74.46,2.93
421,lianzhou,48,sa,1527652045,69,24.79,83.37,3.6
422,lulea,0,cn,1527650400,66,65.58,50.0,11.41
423,ujhani,56,so,1527652045,49,28.0,87.15,13.22
424,sechura,0,ca,1527652045,86,-5.56,68.52,13.44
425,lensk,8,mv,1527652046,51,60.71,61.14,5.06
426,buraydah,92,jp,1527649200,33,26.33,86.0,4.7
427,kamenka,0,ph,1527652046,50,53.19,56.73,14.56
428,teahupoo,20,mm,1527651000,61,-17.83,82.4,4.7
429,jurm,0,mx,1527652047,66,36.86,41.25,0.92
430,houma,80,pg,1527652047,57,35.63,72.84,0.69
431,amapa,75,pt,1527649200,83,15.09,82.4,6.93
432,morehead,1,ru,1527648780,78,38.18,73.4,4.7
433,khandyga,76,ca,1527652048,45,62.65,50.16,10.09
434,tuy hoa,20,ru,1527652049,72,13.08,89.4,4.5
435,beidao,92,us,1527652049,74,34.57,61.32,3.04
436,eyl,0,ar,1527651763,71,7.98,79.86,18.81
437,port hardy,75,ci,1527649200,66,50.7,50.0,13.87
438,mahibadhoo,44,sn,1527652049,95,3.78,85.62,19.26
439,nagai,75,ca,1527649200,57,38.14,77.0,3.36
440,san vicente,20,us,1527648600,94,13.64,80.6,2.24
441,pathein,92,ma,1527652050,99,16.78,78.33,10.65
442,lazaro cardenas,20,ga,1527648120,40,28.39,89.6,11.41
443,daru,92,id,1527652051,100,7.99,72.12,2.15
444,praia da vitoria,75,ru,1527649200,77,38.73,62.6,17.25
445,parabel,48,bw,1527652052,83,58.71,45.03,4.72
446,saint anthony,90,na,1527648960,49,43.97,68.0,3.36
447,makushino,0,ls,1527652052,82,55.21,46.56,4.5
